ID,G+C content,Contig size,Number of hits,Maximum coverage,Median coverage,Average coverage,Variance of coverage,Best hit,Prediction
NODE_1_length_275481_cov_8.355526,63.92745779200743,275481,16,0.005909663461363942,0.0038460002686210664,0.003212562753874133,7.011737818412767e-06,NZ_CP028929.1,Chromosome
NODE_2_length_270961_cov_7.781112,63.39030340159654,270961,10,0.0028860241879827726,0.0018194500315543566,0.0016068733138717378,7.022491942558947e-07,NZ_CP020926.1,Chromosome
NODE_3_length_226097_cov_8.223790,64.02561732353813,226097,15,0.006749315559251118,0.0027421858759735865,0.0031644235291342507,4.41951415134105e-06,NZ_CP020900.1,Chromosome
NODE_4_length_209944_cov_7.983339,62.337575734481575,209944,10,0.010355142323667264,0.0013003467591357696,0.004098712037495713,1.9075411425311408e-05,NZ_CP020900.1,Chromosome
NODE_5_length_195930_cov_8.120781,63.14857347011688,195930,24,0.007466952483029653,0.0004006532945439698,0.0018201653651814423,5.693630857983268e-06,NZ_CP028969.1,Chromosome
NODE_6_length_195306_cov_254.562174,59.84250355851843,195306,42,0.019103355759679683,0.004505749951358381,0.004456864514927247,1.8169924672142656e-05,NZ_CP028973.1,Chromosome
NODE_7_length_186739_cov_7.971803,62.63769217999454,186739,8,0.015363689427489705,0.004024333427939531,0.0063859183137962615,3.933232882233096e-05,NZ_CP028920.1,Chromosome
NODE_8_length_168947_cov_172.379740,63.71169656756261,168947,145,0.01769785790810136,0.0052205721320887615,0.004211400310605468,4.644440497011532e-06,NZ_CP022703.1,Chromosome
NODE_9_length_165207_cov_8.069536,64.54569116320737,165207,28,0.00036923374917527705,0.0003087036263596579,0.00033680689766690965,9.113006055796161e-10,NZ_CP027703.1,Chromosome
NODE_10_length_163282_cov_7.963474,62.81096507882069,163282,3,0.006883796131845519,0.003925723594762435,0.0043319737223535566,3.760105730871451e-06,NZ_CP022703.1,Chromosome
NODE_11_length_159995_cov_8.261723,63.45823306978343,159995,6,0.010187818369324041,0.004247007718991219,0.004691813285831849,7.849965441563002e-06,NZ_CP022703.1,Chromosome
NODE_12_length_158835_cov_8.141378,63.60499889822772,158835,37,0.004558189315956811,0.0003336796046211477,0.0011339321189165366,2.597414301390514e-06,NZ_CP022692.2,Chromosome
NODE_13_length_150771_cov_8.281762,63.273441179006575,150771,7,0.012091184644261828,0.006135132087735705,0.005694539590315303,1.401623935463654e-05,NZ_CP029232.1,Chromosome
NODE_14_length_141999_cov_8.063525,63.979323798054914,141999,14,0.017619842393256292,0.004809893027415686,0.005809900069718801,3.2222802014232184e-05,NZ_CP020927.1,Chromosome
NODE_15_length_135188_cov_122.559427,60.53347930289671,135188,4,0.018204278486256175,0.012068378850193804,0.01266199662691955,1.7667394574212298e-05,NZ_CP020927.1,Chromosome
